loan_amount,activity,country,gender
800,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
550,Food Production/Sales,Kenya,male
200,Food Production/Sales,Kenya,female
375,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
250,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,male
400,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
150,Food Production/Sales,Kenya,male
200,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
350,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
1000,Food Production/Sales,Kenya,male
200,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
150,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
100,Food Production/Sales,Kenya,male
250,Food Production/Sales,Kenya,female
1000,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
150,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
600,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
275,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,male
400,Food Production/Sales,Kenya,female
100,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
775,Food Production/Sales,Kenya,male
500,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,male
300,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
975,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
450,Food Production/Sales,Kenya,female
50,Food Production/Sales,Kenya,female
250,Food Production/Sales,Kenya,female
975,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
925,Food Production/Sales,Kenya,female
550,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
250,Food Production/Sales,Kenya,female
250,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
250,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
350,Food Production/Sales,Kenya,female
600,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
675,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
100,Food Production/Sales,Kenya,female
875,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,male
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
100,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
700,Food Production/Sales,Kenya,female
50,Food Production/Sales,Kenya,female
600,Food Production/Sales,Kenya,female
300,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
400,Food Production/Sales,Kenya,male
50,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
500,Food Production/Sales,Kenya,female
200,Food Production/Sales,Kenya,female
550,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
850,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,male
200,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,male
350,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
650,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
400,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
150,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,male
325,Food Production/Sales,El Salvador,male
800,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
550,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
875,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,male
250,Food Production/Sales,El Salvador,male
200,Food Production/Sales,El Salvador,female
150,Food Production/Sales,El Salvador,male
700,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
425,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,male
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
100,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,male
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
150,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
625,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,male
750,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
650,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
875,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,male
250,Food Production/Sales,El Salvador,female
700,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
275,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
900,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
200,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
650,Food Production/Sales,El Salvador,female
250,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,male
600,Food Production/Sales,El Salvador,male
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
450,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
750,Food Production/Sales,El Salvador,female
400,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
325,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,male
300,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,male
1000,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
850,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,male
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
800,Food Production/Sales,El Salvador,female
1000,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
500,Food Production/Sales,El Salvador,female
350,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,female
375,Food Production/Sales,El Salvador,female
300,Food Production/Sales,El Salvador,female
600,Food Production/Sales,El Salvador,male
