rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
7795,3.0,2,1266,1,5.0,43,0,0,0,0,0,0,0,0,Chelsea,Manhattan
6000,2.0,2,900,1,26.0,31,0,0,1,0,0,0,0,0,Flatiron,Manhattan
2450,0.0,1,450,2,10.0,93,0,0,0,0,0,0,0,0,Midtown East,Manhattan
7000,4.0,3,2200,6,16.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3100,1.0,1,820,1,10.0,96,1,1,1,1,1,1,0,1,Downtown Brooklyn,Brooklyn
3250,0.0,1,570,2,3.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5495,1.0,1,860,2,19.0,30,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2995,3.0,2,1360,4,1.5,71,0,0,0,0,0,0,0,0,Briarwood,Queens
1650,1.0,1,620,1,1.0,90,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
4050,1.0,1,834,2,6.0,58,0,1,1,0,1,1,0,0,Midtown East,Manhattan
3900,1.0,1,720,4,8.0,7,0,0,0,0,0,0,0,0,Tribeca,Manhattan
3195,1.0,1,574,2,11.0,99,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
3000,1.0,1,496,2,4.0,28,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3090,1.0,1,675,1,16.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
4120,2.0,2,917,7,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2900,3.0,1,1200,10,2.0,96,0,0,0,0,0,0,0,0,Astoria,Queens
3700,1.0,1,642,10,32.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
7950,2.0,2,1280,2,45.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2000,1.0,1,750,9,5.0,15,0,0,1,0,0,1,0,0,Kew Gardens,Queens
2995,1.0,1,610,2,19.0,29,0,0,0,0,1,1,0,0,Battery Park City,Manhattan
2600,0.0,1,437,12,3.0,8,0,0,1,0,0,1,1,0,Midtown West,Manhattan
4079,2.0,2,1154,10,14.0,6,1,1,1,0,1,1,1,1,Clinton Hill,Brooklyn
2095,0.0,1,410,8,2.0,106,0,0,0,1,1,0,0,0,Midtown West,Manhattan
5668,2.0,2,1022,4,21.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1495,0.0,1,550,2,1.0,91,0,0,0,0,0,0,0,0,Rego Park,Queens
7995,3.0,2,1518,3,4.0,31,1,0,0,0,1,0,0,0,Battery Park City,Manhattan
3190,1.0,1,650,6,1.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2300,1.0,1,400,12,2.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
1984,1.0,1,761,6,55.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
4950,2.0,2,917,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3400,1.0,1,1000,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
3100,1.0,1,475,3,2.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
3000,1.0,1,630,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
2745,0.0,1,476,1,37.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2535,1.0,1,570,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
6400,3.0,2,1300,11,4.0,17,1,1,1,1,1,1,0,1,Chelsea,Manhattan
3950,1.0,1,800,2,10.0,8,0,1,1,0,0,1,0,0,Financial District,Manhattan
4400,1.0,1,500,3,2.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
6450,2.0,2,1025,6,3.0,2,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3100,1.0,1,757,4,18.0,19,0,1,0,1,0,0,1,0,Upper West Side,Manhattan
7700,2.0,2,1175,2,36.0,6,0,0,0,1,0,0,0,0,Financial District,Manhattan
1695,1.0,1,700,7,3.0,53,0,0,0,0,0,0,0,0,Kensington,Brooklyn
18250,4.0,4,2700,2,4.0,85,0,1,0,0,1,1,0,1,Upper West Side,Manhattan
13500,3.0,3,1868,43,32.0,8,0,0,0,0,0,0,1,0,Upper West Side,Manhattan
5780,3.0,2,1300,2,12.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6800,2.0,2,1280,3,35.0,11,0,0,1,1,1,1,1,1,Midtown South,Manhattan
3300,2.0,1,750,12,3.0,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5500,2.0,1,1000,3,5.0,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1750,2.0,1,500,4,1.0,100,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
2850,1.0,1,800,7,3.0,12,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2123,1.0,1,720,6,58.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
8500,2.0,2,1478,9,54.0,15,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2650,0.0,1,482,6,30.0,28,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3700,1.0,1,763,3,6.0,31,0,0,0,1,1,1,0,1,Battery Park City,Manhattan
6000,1.0,1,923,1,34.0,51,0,0,1,1,0,0,0,0,Greenwich Village,Manhattan
5145,2.0,2,1038,7,17.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2600,1.0,1,525,2,5.0,115,0,0,0,1,0,0,0,0,Midtown,Manhattan
2250,1.0,0,700,9,1.0,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2945,1.0,1,940,9,1.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
1600,0.0,1,550,7,3.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
3058,0.0,1,533,4,19.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4475,0.0,1,583,8,12.0,10,0,0,0,1,1,0,1,1,Chelsea,Manhattan
4950,1.0,1,927,3,32.0,29,1,1,1,1,1,1,0,0,Financial District,Manhattan
3932,1.0,1,678,4,9.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1900,1.0,1,678,5,4.0,64,1,0,0,0,0,0,0,0,Rego Park,Queens
3000,1.0,1,730,2,7.0,53,0,0,0,1,0,0,0,0,Midtown,Manhattan
2450,2.0,2,1200,10,2.0,76,0,0,0,0,0,0,0,0,Kew Gardens,Queens
5150,3.0,1,910,9,31.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3450,1.0,1,750,2,7.0,96,0,0,0,0,0,0,0,0,Midtown South,Manhattan
2250,2.0,1,750,7,4.0,102,1,0,0,0,0,1,0,0,Hamilton Heights,Manhattan
4260,2.0,1,958,10,30.0,27,1,0,1,0,0,1,0,0,Midtown East,Manhattan
4375,1.0,1,668,2,23.0,16,1,0,1,0,0,0,0,0,Flatiron,Manhattan
4995,2.0,2,1400,2,6.0,96,1,0,1,1,0,0,0,1,DUMBO,Brooklyn
10995,3.0,3,1800,7,30.0,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2900,1.0,1,600,12,16.0,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
4200,1.0,1,690,7,6.0,6,0,0,1,1,0,0,0,0,Gramercy Park,Manhattan
1700,1.0,1,575,12,3.0,16,0,0,0,0,0,0,0,0,Astoria,Queens
2600,0.0,1,469,1,39.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
5300,2.0,2,1211,9,6.0,0,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
7500,3.0,2,1425,3,6.0,54,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3665,1.0,1,674,4,8.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
3800,3.0,2,1100,5,6.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3786,2.0,1,958,3,6.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5300,2.0,1,1020,6,3.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2900,3.0,1,1500,1,2.0,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
2975,1.0,1,701,10,4.0,6,1,0,0,1,0,0,0,0,Clinton Hill,Brooklyn
2995,1.0,1,800,4,1.0,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3935,1.0,1,752,6,4.0,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1500,1.0,1,600,6,3.0,85,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
1995,1.0,1,600,14,1.0,68,0,0,0,0,0,0,0,0,Astoria,Queens
2495,0.5,1,500,6,4.0,96,0,1,1,1,1,1,0,1,Midtown East,Manhattan
4000,1.5,1,828,5,26.0,6,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1800,1.0,1,700,1,3.0,87,0,0,0,0,0,0,0,0,Astoria,Queens
3400,1.0,1,636,4,5.0,31,1,1,0,0,0,0,0,0,Upper West Side,Manhattan
5535,2.0,2,971,8,25.0,16,1,1,0,1,1,1,1,1,Midtown East,Manhattan
3600,1.0,1,643,3,13.0,8,0,0,0,0,0,0,0,0,Midtown South,Manhattan
5440,2.0,2,1120,3,14.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1950,0.0,1,400,6,7.0,75,0,1,1,0,0,0,0,0,Upper East Side,Manhattan
4100,1.0,1,600,6,24.0,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2200,0.0,1,275,1,3.0,116,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
7000,2.5,2,1367,3,20.0,29,1,0,0,1,1,1,1,1,Financial District,Manhattan
2200,0.0,1,400,5,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6300,2.0,2,1217,0,6.0,116,0,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
4695,2.0,2,1033,4,2.0,108,1,0,0,0,0,0,0,0,Financial District,Manhattan
5300,1.0,1,855,1,11.0,8,0,1,0,0,1,0,0,0,Flatiron,Manhattan
7900,2.0,2,1025,6,5.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2400,0.0,1,450,7,2.0,15,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2350,1.0,1,550,2,2.0,88,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3600,1.0,1,648,4,4.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1600,0.0,1,490,3,1.0,66,1,0,0,0,0,0,0,0,Rego Park,Queens
1950,2.0,1,900,3,5.0,91,0,0,0,0,0,0,0,0,Inwood,Manhattan
7500,2.0,2,1600,2,3.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
5145,2.0,2,1106,1,21.0,17,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
1835,1.0,1,600,4,10.0,86,1,0,0,0,0,0,0,0,Sunnyside,Queens
5150,1.0,1,719,4,6.0,9,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
4730,2.0,2,829,3,21.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
1460,0.0,1,305,5,3.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
5300,1.0,2,1141,6,5.0,113,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan
9995,3.0,3,1947,1,8.0,90,0,0,0,0,0,0,0,0,Midtown,Manhattan
1625,1.0,1,815,4,7.0,52,0,0,0,0,0,0,0,0,Jamaica Estates,Queens
3950,1.0,1,679,1,6.0,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2685,1.0,1,550,3,10.0,53,0,0,0,0,1,0,0,0,Midtown East,Manhattan
2695,1.0,1,700,2,5.0,106,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
3500,1.0,1,625,4,19.0,42,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
4000,2.0,1,1024,2,16.0,51,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
14000,2.0,2,2556,1,2.0,132,0,0,0,0,0,0,0,0,Soho,Manhattan
9950,1.0,1,1238,2,2.0,3,0,0,0,0,0,0,0,0,West Village,Manhattan
3675,1.0,1,900,2,4.0,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
7250,2.0,2,1150,1,3.0,25,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
3425,0.0,1,465,2,8.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2125,0.5,1,500,9,6.0,86,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2900,0.0,1,582,1,4.0,10,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
4200,1.0,1,800,2,5.0,106,0,0,1,1,1,1,0,1,Flatiron,Manhattan
2999,1.0,1,600,2,16.0,65,1,0,0,0,0,1,0,0,Midtown,Manhattan
5100,1.0,1,720,3,11.0,115,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
1400,1.0,0,650,7,11.0,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
5256,2.0,2,979,3,30.0,13,1,0,0,0,0,0,0,0,Midtown,Manhattan
2900,3.0,2,1335,5,4.0,9,0,0,0,1,1,1,0,0,Gravesend,Brooklyn
3450,1.0,1,800,6,9.0,9,1,0,1,1,1,0,0,0,Long Island City,Queens
3688,0.0,1,766,4,17.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1995,1.0,1,1000,2,5.0,83,0,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
2595,1.0,1,650,4,4.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1625,1.0,1,620,18,4.0,85,1,0,0,0,0,0,0,0,Queens Village,Queens
3850,1.0,1,800,7,16.0,34,0,1,0,1,1,1,0,1,Midtown East,Manhattan
4000,1.0,1,687,3,16.0,31,0,0,1,0,1,0,0,0,Battery Park City,Manhattan
3290,1.0,1,750,2,10.0,89,0,0,0,0,0,0,0,0,Midtown,Manhattan
2100,1.0,1,650,4,5.0,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
5200,4.0,2,1000,2,2.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2650,2.0,1,800,2,3.0,106,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2300,1.0,1,1000,7,1.0,107,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
10000,2.0,2,1350,2,53.0,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6300,2.0,2,1260,8,5.0,46,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4870,2.0,2,972,4,8.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3275,1.0,1,630,6,15.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5000,2.0,2,1124,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4500,1.0,2,890,9,3.0,106,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
6000,1.0,1,801,1,1.0,3,0,0,0,0,0,0,0,0,East Village,Manhattan
2500,2.0,1,800,4,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
14500,4.0,5,2700,8,30.0,18,1,1,1,0,1,1,0,1,Upper East Side,Manhattan
4000,1.0,1,555,2,4.0,8,0,0,0,0,0,0,0,0,Chelsea,Manhattan
5195,2.0,2,1085,6,4.0,8,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
2150,1.0,1,669,6,2.0,4,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
12000,2.0,2,1828,4,7.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2300,0.0,1,425,8,12.0,28,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2500,1.0,1,700,15,4.0,116,0,0,1,1,1,0,0,0,Astoria,Queens
10780,3.0,2,1608,6,12.0,5,1,0,0,1,0,1,0,0,Battery Park City,Manhattan
1650,1.0,1,585,1,4.0,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
3410,1.0,1,759,6,5.0,3,1,0,0,0,0,0,0,0,Long Island City,Queens
5350,1.0,1,900,1,15.0,51,0,0,0,0,1,0,0,0,Greenwich Village,Manhattan
4495,2.0,2,951,12,20.0,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
14500,2.0,2,1400,2,3.0,98,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3600,0.0,1,1088,5,8.0,90,0,1,1,0,1,1,0,1,Downtown Brooklyn,Brooklyn
4850,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,3.0,1,914,5,1.0,85,0,0,1,0,0,0,0,0,Crown Heights,Brooklyn
3800,2.0,2,1100,5,10.0,12,0,0,0,1,0,0,0,0,Lower East Side,Manhattan
1800,1.0,1,670,4,1.0,116,1,1,1,1,1,1,0,1,East Harlem,Manhattan
2450,0.0,1,400,2,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3800,2.0,2,863,5,6.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6000,1.0,1,1000,2,2.0,116,0,0,0,0,1,0,0,0,Soho,Manhattan
2750,2.0,1,750,14,3.0,116,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
5050,1.0,1,985,5,39.0,37,1,1,0,1,0,0,0,0,Upper East Side,Manhattan
2575,0.0,1,503,1,41.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3000,2.0,1,1400,1,2.0,117,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2200,1.0,1,550,2,2.0,108,0,0,0,0,0,1,0,0,Hamilton Heights,Manhattan
3085,0.0,1,506,5,10.0,44,1,0,1,0,0,0,0,0,Midtown East,Manhattan
3650,0.0,1,517,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3800,1.0,1,710,6,31.0,37,0,0,0,1,1,0,0,0,Midtown East,Manhattan
3500,0.0,1,585,2,3.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2200,0.0,1,522,11,4.0,88,0,0,0,0,0,1,0,0,Carroll Gardens,Brooklyn
10500,4.0,2,1900,5,9.0,84,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
7999,4.0,2,1825,5,11.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4185,1.0,1,884,10,42.0,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
3350,0.0,1,400,2,25.0,26,0,0,1,0,0,1,0,0,Midtown East,Manhattan
2850,3.0,1,850,2,5.0,96,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
3323,3.0,1,1400,3,3.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2428,2.0,1,1092,5,13.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
4300,2.0,1,650,3,3.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
1650,1.0,1,750,4,1.0,90,0,0,0,0,0,0,0,0,Woodhaven,Queens
5900,1.0,1,980,3,24.0,33,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3200,2.0,1,900,8,6.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1600,0.0,1,550,6,3.0,81,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
10662,3.0,4,2044,2,9.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6650,2.0,2,1143,6,30.0,10,1,0,1,1,1,1,0,1,Upper West Side,Manhattan
3800,1.0,1,682,3,12.0,31,0,0,0,0,0,0,1,0,Battery Park City,Manhattan
4080,1.0,1,560,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2050,0.0,1,500,11,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
5000,2.0,2,1000,2,1.0,116,0,0,1,0,0,1,0,0,East Village,Manhattan
3500,1.0,1,700,1,5.0,91,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
7500,2.0,2,1487,10,9.0,9,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
4488,2.0,2,930,3,4.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4575,0.0,1,853,3,11.0,52,1,0,1,0,1,1,1,0,Tribeca,Manhattan
1850,2.0,1,900,3,3.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
4000,1.0,1,775,2,4.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
3925,0.0,1,572,0,11.0,4,1,0,0,0,0,0,0,0,East Village,Manhattan
5500,1.0,2,934,2,18.0,29,0,0,0,0,0,1,1,0,Upper East Side,Manhattan
8500,3.0,2,1650,2,18.0,14,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2295,1.0,1,863,11,3.0,8,0,0,0,0,0,0,0,0,Astoria,Queens
3300,3.0,2,1300,2,2.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
15000,2.0,3,2800,6,4.0,109,0,0,1,0,0,0,0,0,Greenwich Village,Manhattan
4950,1.0,1,812,4,5.0,19,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
9995,3.0,3,1552,3,9.0,13,1,1,0,1,1,0,0,1,Upper East Side,Manhattan
3495,1.0,1,771,2,7.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
2600,2.0,1,740,12,2.0,101,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
3000,2.0,1,800,3,1.0,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5855,2.0,2,1171,10,9.0,27,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4500,1.0,1,874,2,3.0,25,0,0,1,1,0,0,0,0,Upper East Side,Manhattan
1700,1.0,1,550,2,27.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens
7995,1.0,1,1075,4,33.0,33,0,0,0,1,0,1,0,0,Midtown,Manhattan
18000,4.0,4,3160,1,5.0,79,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4950,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2450,0.0,1,475,3,15.0,85,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3791,1.0,1,585,12,16.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5600,1.0,1,865,2,9.0,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3945,1.0,1,609,5,3.0,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
3495,0.0,1,815,6,4.0,88,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
3000,0.0,1,613,3,7.0,31,0,1,1,1,1,0,0,1,Battery Park City,Manhattan
1950,0.0,1,431,3,6.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
7500,2.0,2,1400,4,6.0,90,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
3500,1.0,1,751,4,3.0,5,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
3950,1.0,1,606,2,37.0,6,0,0,1,1,1,0,0,1,Financial District,Manhattan
3450,0.0,1,500,1,1.0,3,1,0,0,0,0,0,0,0,East Village,Manhattan
3200,1.0,1,717,2,5.0,28,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
2595,1.0,1,752,9,1.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
2695,2.0,1,800,10,1.0,94,1,0,0,0,0,0,0,0,Astoria,Queens
2650,2.0,2,1073,7,4.0,96,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
5050,2.0,2,1071,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5850,1.0,1,850,2,24.0,30,0,1,0,1,1,0,0,1,Flatiron,Manhattan
10995,4.0,3,2200,4,12.0,90,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
2800,0.0,1,550,1,3.0,58,0,0,0,1,1,0,0,1,Chelsea,Manhattan
2575,0.0,1,386,10,20.0,29,1,1,1,0,0,1,0,0,Midtown West,Manhattan
1599,0.0,1,343,6,16.0,55,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3400,1.0,1,606,6,26.0,37,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2995,2.0,1,900,5,4.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2200,2.0,1,1200,3,4.0,103,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
1550,1.0,1,710,4,2.0,21,0,0,0,0,0,0,0,0,Rego Park,Queens
3790,1.0,1,752,7,5.0,7,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2550,1.0,1,650,9,3.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
2150,2.0,1,900,5,3.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
4195,1.0,1,760,2,5.0,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
9415,3.0,2,1650,10,14.0,53,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1795,1.0,1,800,3,4.0,79,0,0,0,0,0,0,0,0,Inwood,Manhattan
15750,3.0,3,3056,4,6.0,96,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
6000,1.0,1,982,7,50.0,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4765,1.0,1,741,4,6.0,2,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5250,1.0,1,896,4,6.0,8,0,0,0,0,0,0,0,0,East Village,Manhattan
17500,3.0,3,2433,3,20.0,9,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
3300,1.0,1,787,43,4.0,5,0,0,0,1,0,0,0,0,Long Island City,Queens
2955,1.0,1,630,6,16.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5250,2.0,1,861,4,15.0,37,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4215,2.0,2,976,1,23.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3845,1.0,1,841,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8000,2.0,2,1907,1,34.0,102,0,0,0,0,0,0,0,0,Financial District,Manhattan
3560,1.0,1,698,6,5.0,14,1,0,1,1,1,1,0,1,Upper West Side,Manhattan
1775,0.0,1,400,5,3.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2348,1.0,1,760,1,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1581,0.0,1,513,5,12.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
5100,2.0,2,1040,2,5.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
8000,3.0,3,2084,2,9.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1575,1.0,1,770,1,3.0,60,0,0,0,0,0,0,0,0,Jamaica Estates,Queens
7650,1.0,1,900,1,9.0,11,0,0,0,0,0,0,0,0,Midtown,Manhattan
2850,3.0,2,1500,7,2.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
15000,3.0,3,2070,3,19.0,29,0,0,0,0,1,1,0,0,Upper East Side,Manhattan
3100,0.0,1,520,1,18.0,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
2445,0.0,1,500,4,2.0,96,0,0,0,0,0,0,0,0,East Village,Manhattan
3795,2.0,2,911,1,3.0,85,0,0,0,1,1,1,0,0,Long Island City,Queens
3171,1.0,1,711,1,29.0,9,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
5200,1.0,1,861,4,14.0,37,0,1,1,1,1,1,0,0,Midtown West,Manhattan
3285,0.0,1,494,3,7.0,54,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
10000,2.0,1,1500,1,6.0,106,1,0,0,1,1,1,0,0,Soho,Manhattan
5250,1.0,1,850,2,25.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
