name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Speed of Sound,Steel,Sit Down,75.0,35.0,285.0,3.0,Vekoma,Walibi Holland,status.operating
Cannonball Run,Steel,Sit Down,69.0,20.0,518.0,0.0,CCI,Waterville,status.operating
Great Chase,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Six Flags America,status.operating
Joker's Jinx,Steel,Sit Down,96.0,24.0,824.0,4.0,Premier Rides,Six Flags America,status.operating
Mind Eraser,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Six Flags America,status.operating
Roar,Steel,Sit Down,81.0,27.0,975.0,0.0,GCI,Six Flags America,status.operating
Superman - Ride Of Steel,Steel,Sit Down,117.0,60.0,1630.0,0.0,Intamin,Six Flags America,status.operating
Two-Face: The Flip Side,Steel,Inverted,81.0,49.0,309.0,3.0,Vekoma,Six Flags America,status.relocated
Wild One,Steel,Sit Down,85.0,30.0,1219.0,0.0,John Miller,Six Flags America,status.operating
Vertigo,Steel,Suspended,60.0,55.0,722.0,0.0,Doppelmayr,Walibi Belgium,status.closed.definitely
El Toro,Wooden,Sit Down,113.0,55.0,1341.0,0.0,Intamin,Six Flags Great Adventure,status.operating
Le Grand Huit,Steel,Sit Down,,10.0,,0.0,Soquet,La Récré des trois Curés,status.operating
Rattler,Wooden,Sit Down,104.0,54.0,1550.0,0.0,RCCA,Six Flags Fiesta Texas,status.retracked
Corkscrew,Steel,Sit Down,70.0,23.0,615.0,3.0,Arrow,Cedar Point,status.operating
Abismo,Steel,Sit Down,105.0,46.0,450.0,2.0,Maurer,Parque de Atracciones de Madrid,status.operating
Jet Star,Steel,Sit Down,,20.0,540.0,0.0,Schwarzkopf,Foire,status.operating
Joker Funhouse Coaster,Steel,Sit Down,48.0,,274.0,0.0,Chance Rides,Six Flags Over Georgia,status.operating
Black Mamba,Steel,Inverted,80.0,26.0,,4.0,B&M,Phantasialand,status.operating
Winja's Fear,Steel,Spinning,66.0,17.0,465.0,0.0,Maurer,Phantasialand,status.operating
Winja's Force,Steel,Spinning,60.0,17.0,410.0,0.0,Maurer,Phantasialand,status.operating
Superman - Ultimate Flight,Steel,Flying,82.0,32.0,840.0,2.0,B&M,Six Flags Over Georgia,status.operating
Blue Hawk,Steel,Sit Down,84.0,37.0,836.0,5.0,Vekoma,Six Flags Over Georgia,status.operating
X-Flight,Steel,Flying,81.0,35.0,1018.0,0.0,Vekoma,Geauga Lake,status.closed.definitely
Double Loop,Steel,Sit Down,58.0,29.0,549.0,2.0,Arrow,Geauga Lake,status.closed.definitely
Vilain,Wooden,Sit Down,95.0,33.0,1213.0,0.0,CCI,Geauga Lake,status.closed.definitely
New Revolution,Steel,Sit Down,89.0,34.0,1054.0,1.0,Schwarzkopf,Six Flags Magic Mountain,status.operating
Invertigo,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,California's Great America ,status.closed.definitely
Stealth,Steel,Flying,82.0,35.0,843.0,5.0,Vekoma,California's Great America ,status.relocated
Great Bear,Steel,Inverted,93.0,27.0,853.0,4.0,B&M,Hersheypark,status.operating
Loch Ness Monster,Steel,Sit Down,96.0,39.0,987.0,2.0,Arrow,Busch Gardens Williamsburg,status.operating
Vogel Rok,Steel,Sit Down,65.0,25.0,1200.0,0.0,Vekoma,Efteling,status.operating
Banzai,Steel,Sit Down,100.0,36.0,,0.0,Troisne,Magic World,status.operating
Thunderbolt,Wooden,Sit Down,,21.0,873.0,0.0,"Drambour, Joseph",Six Flags New England,status.operating
Cyclone,Wooden,Sit Down,72.0,32.0,1100.0,0.0,William J. Cobb,Six Flags New England,status.retracked
Riddler Revenge,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags New England,status.operating
Flashback,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six Flags New England,status.operating
Superman : the Ride,Steel,Sit Down,124.0,63.0,1646.0,0.0,Intamin,Six Flags New England,status.operating
Catwoman's Whip,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags New England,status.operating
Batman : The Dark Knight,Steel,Floorless,89.0,36.0,793.0,5.0,B&M,Six Flags New England,status.operating
Pandemonium,Steel,Spinning,50.0,17.0,410.0,0.0,Gerstlauer,Six Flags New England,status.operating
Runaway Mine Train,Steel,Sit Down,,11.0,731.0,0.0,Arrow,Six flags Over Texas,status.operating
Mini Mine Train,Steel,Sit Down,,6.0,277.0,0.0,Arrow,Six flags Over Texas,status.operating
Shockwave,Steel,Sit Down,96.0,35.0,1097.0,2.0,Schwarzkopf,Six flags Over Texas,status.operating
Judge Roy Scream,Steel,Sit Down,85.0,22.0,815.0,0.0,William J. Cobb,Six flags Over Texas,status.operating
La Vibora,Steel,Bobsleigh,51.0,18.0,454.0,0.0,Intamin,Six flags Over Texas,status.operating
Flashback,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six flags Over Texas,status.closed.definitely
Texas Giant,Wooden,Sit Down,104.0,44.0,1500.0,0.0,Dinn Corp.,Six flags Over Texas,status.retracked
Runaway Mountain,Steel,Sit Down,64.0,16.0,456.0,0.0,Premier Rides,Six flags Over Texas,status.operating
Mr Freeze Reverse Blast,Steel,Sit Down,113.0,66.0,396.0,1.0,Premier Rides,Six flags Over Texas,status.operating
Batman the Ride,Steel,Inverted,81.0,32.0,823.0,5.0,B&M,Six flags Over Texas,status.operating
Wile E. Coyote's Grand Canyon Blaster,Steel,Sit Down,25.0,5.0,115.0,0.0,Chance Rides,Six flags Over Texas,status.operating
Mind Bender,Steel,Sit Down,81.0,25.0,992.0,2.0,Schwarzkopf,Six Flags Over Georgia,status.operating
Cedar Creek Mine Ride,Hybrid,Sit Down,50.0,15.0,774.0,0.0,Arrow,Cedar Point,status.operating
Disaster Transport,Steel,Bobsleigh,64.0,19.0,589.0,0.0,Intamin,Cedar Point,status.closed.definitely
Gemini (Blue),Hybrid,Sit Down,96.0,38.0,1200.0,0.0,Arrow,Cedar Point,status.operating
Mouse Coaster,Steel,Sit Down,50.0,18.0,450.0,0.0,na,Foire,status.operating
Iron Dragon,Steel,Suspended,64.0,23.0,860.0,0.0,Arrow,Cedar Point,status.operating
Goliath,Steel,Sit Down,110.0,53.0,1231.0,0.0,B&M,La Ronde,status.operating
Katapult,Steel,Sit Down,,18.0,,1.0,Schwarzkopf,Mirabilandia,status.closed.definitely
Leprotto Express,Steel,Sit Down,35.0,6.0,135.0,0.0,L&T Systems,Mirabilandia,status.operating
Mean Streak,Wooden,Sit Down,100.0,49.0,1654.0,0.0,Dinn Corp.,Cedar Point,status.retracked
Wicked Twister,Steel,Sit Down,116.0,63.0,,0.0,Intamin,Cedar Point,status.operating
Wildcat,Steel,Sit Down,50.0,15.0,560.0,0.0,Schwarzkopf,Cedar Point,status.closed.definitely
Woodstock Express,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Cedar Point,status.operating
Colorado Adventure,Steel,Sit Down,50.0,26.0,1280.0,0.0,Vekoma,Phantasialand,status.operating
Crazy Bats,Steel,Sit Down,50.0,8.0,1280.0,0.0,Vekoma,Phantasialand,status.operating
Flying Dutchman Gold Mine,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Walibi Holland,status.closed.definitely
Drako,Steel,Sit Down,32.0,6.0,199.0,0.0,Zierer,Walibi Holland,status.operating
Pegasus,Steel,Sit Down,65.0,15.0,400.0,0.0,Mack,Europa Park,status.operating
Big Bad Wolf,Steel,Suspended,77.0,31.0,853.0,0.0,Arrow,Busch Gardens Williamsburg,status.closed.definitely
Scream!,Steel,Floorless,101.0,46.0,1215.0,7.0,B&M,Six Flags Magic Mountain,status.operating
Psyclone,Wooden,Sit Down,81.0,29.0,,0.0,Dinn Corp.,Six Flags Magic Mountain,status.closed.definitely
Colossus,Wooden,Sit Down,100.0,38.0,1318.0,0.0,International Amusement Devices,Six Flags Magic Mountain,status.retracked
Tarantula,Steel,Spinning,68.0,22.0,630.0,0.0,Maurer,Parque de Atracciones de Madrid,status.operating
Sky Wheel,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Skyline Park,status.operating
Sky Rider,Steel,Suspended,,,,0.0,Caripro,Skyline Park,status.operating
Boomerang Coast to Coaster,Steel,Sit Down,76.0,36.0,267.0,3.0,Vekoma,Darien Lake,status.operating
Hoot N Holler,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Darien Lake,status.operating
Mind Eraser,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Darien Lake,status.operating
Predator,Wooden,Sit Down,80.0,29.0,1036.0,0.0,Dinn Corp.,Darien Lake,status.operating
Ride of Steel,Steel,Sit Down,112.0,63.0,1645.0,0.0,Intamin,Darien Lake,status.operating
Viper,Steel,Sit Down,80.0,37.0,945.0,5.0,Arrow,Darien Lake,status.operating
Invertigo,Steel,Inverted,81.0,49.0,309.0,3.0,Vekoma,Kings Island,status.operating
Woodstock Express,Wooden,Sit Down,,,411.0,0.0,Philadelphia Toboggan Coaster,Kings Island,status.operating
Flight of Fear,Steel,Sit Down,87.0,23.0,825.0,4.0,Premier Rides,Kings Island,status.operating
King Cobra,Steel,Stand Up,81.0,29.0,676.0,1.0,Togo,Kings Island,status.closed.definitely
Great Pumpkin Coaster,Steel,Sit Down,,,61.0,0.0,Miler Coaster,Kings Island,status.operating
Flying Ace Aerial Chase,Steel,Suspended,42.0,15.0,342.0,0.0,Vekoma,Kings Island,status.operating
Bat,Steel,Suspended,82.0,24.0,716.0,0.0,Arrow,Kings Island,status.operating
Vortex,Steel,Sit Down,89.0,45.0,1158.0,6.0,Arrow,Kings Island,status.operating
Batman The Ride,Steel,Inverted,81.0,32.0,821.0,5.0,B&M,Six Flags St Louis,status.operating
The Boss,Wooden,Sit Down,106.0,46.0,1540.0,0.0,CCI,Six Flags St Louis,status.operating
Mr. Freeze Reverse Blast,Steel,Sit Down,113.0,66.0,396.0,1.0,Premier Rides,Six Flags St Louis,status.operating
Ninja,Steel,Sit Down,88.0,33.0,741.0,4.0,Vekoma,Six Flags St Louis,status.operating
River King Mine Train,Steel,Sit Down,60.0,13.0,762.0,0.0,Arrow,Six Flags St Louis,status.operating
Screamin' Eagle,Wooden,Sit Down,100.0,34.0,1180.0,0.0,Philadelphia Toboggan Coaster,Six Flags St Louis,status.operating
Dragon,Steel,Sit Down,,,,0.0,Zamperla,TusenFryd,status.closed.definitely
Loopen,Steel,Sit Down,,,,2.0,Vekoma,TusenFryd,status.operating
Thundercoaster,Wooden,Sit Down,93.0,32.0,950.0,0.0,Vekoma,TusenFryd,status.operating
Teeny-weeny,Steel,Sit Down,,,,0.0,SBF,TusenFryd,status.operating
Speed Monster,Steel,Sit Down,90.0,40.0,690.0,3.0,Intamin,TusenFryd,status.operating
Beaver Land Mine Ride,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Geauga Lake,status.closed.definitely
Big Dipper,Wooden,Sit Down,52.0,20.0,817.0,0.0,John Miller,Geauga Lake,status.closed.definitely
Thunderhawk,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Geauga Lake,status.closed.definitely
Steel Venom,Steel,Sit Down,113.0,55.0,215.0,0.0,Intamin,Geauga Lake,status.closed.definitely
Raging Wolf Bobs,Wooden,Sit Down,81.0,24.0,,0.0,Dinn Corp.,Geauga Lake,status.closed.definitely
Head Spin,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Geauga Lake,status.closed.definitely
Dominator,Steel,Floorless,105.0,48.0,1283.0,5.0,B&M,Geauga Lake,status.closed.definitely
Sand Serpent,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Busch Gardens Tampa,status.operating
Gwazi - Lion,Wooden,Sit Down,80.0,32.0,1070.0,0.0,GCI,Busch Gardens Tampa,status.retracked
Python,Steel,Sit Down,80.0,21.0,381.0,2.0,Arrow,Busch Gardens Tampa,status.closed.definitely
Scorpion,Steel,Sit Down,80.0,20.0,552.0,1.0,Schwarzkopf,Busch Gardens Tampa,status.operating
Python (1981 - 2017),Steel,Sit Down,75.0,29.0,750.0,4.0,Vekoma,Efteling,status.retracked
The Voyage,Wooden,Sit Down,108.0,49.0,1963.0,0.0,Gravity Group,Holiday World,status.operating
The Raven,Wooden,Sit Down,77.0,33.0,832.0,0.0,CCI,Holiday World,status.operating
The Legend,Wooden,Sit Down,93.0,35.0,1232.0,0.0,CCI,Holiday World,status.operating
Howler,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Holiday World,status.operating
Bobbaan,Steel,Bobsleigh,60.0,20.0,524.0,0.0,Intamin,Efteling,status.operating
Pegasus,Wooden,Sit Down,55.0,15.0,492.0,0.0,Dinn Corp.,Efteling,status.closed.definitely
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Elitch Gardens,status.operating
Flying Coaster,Steel,Flying,41.0,15.0,391.0,2.0,Zamperla,Elitch Gardens,status.operating
Halfpipe,Steel,Sit Down,70.0,30.0,70.0,0.0,Intamin,Elitch Gardens,status.operating
Mind Eraser,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Elitch Gardens,status.operating
Sidewinder,Steel,Sit Down,72.0,17.0,193.0,1.0,Arrow,Elitch Gardens,status.operating
Twister II,Wooden,Sit Down,80.0,31.0,1414.0,0.0,Hensel Phelps Construction Co.,Elitch Gardens,status.operating
Hayabusa,Steel,Suspended,97.0,42.0,780.0,0.0,Arrow,Tokyo Summerland,status.closed.definitely
Tornado,Steel,Sit Down,70.0,22.0,370.0,2.0,Vekoma,Tokyo Summerland,status.operating
Blauer Enzian,Steel,Sit Down,36.0,4.0,250.0,0.0,Mack,Toshimaen,status.operating
Corkscrew,Steel,Sit Down,63.0,21.0,383.0,2.0,Arrow,Toshimaen,status.operating
Cyclone,Steel,Sit Down,65.0,18.0,822.0,0.0,Togo,Toshimaen,status.operating
Shuttle Loop,Steel,Sit Down,91.0,42.0,263.0,1.0,Schwarzkopf,Toshimaen,status.closed.definitely
Hot Wheels Sidewinder,Steel,Sit Down,85.0,40.0,900.0,2.0,Arrow,Dreamworld,status.operating
Eureka Mountain Mine Ride,Steel,Sit Down,48.0,12.0,,0.0,HyFab,Dreamworld,status.closed.definitely
Escape from Madagascar,na,Suspended,42.0,15.0,342.0,0.0,Vekoma,Dreamworld,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Six Flags Fiesta Texas,status.operating
Poltergeist,Steel,Sit Down,97.0,24.0,825.0,4.0,Premier Rides,Six Flags Fiesta Texas,status.operating
Road Runner Express,Steel,Sit Down,,22.0,732.0,0.0,Arrow,Six Flags Fiesta Texas,status.operating
Kiddee Koaster,Steel,Sit Down,,,85.0,0.0,Vekoma,Six Flags Fiesta Texas,status.operating
Superman Krypton Coaster,Steel,Floorless,113.0,51.0,1227.0,6.0,B&M,Six Flags Fiesta Texas,status.operating
Greezed Lightnin,Steel,Sit Down,92.0,42.0,263.0,1.0,Schwarzkopf,Kentucky Kingdom,status.closed.definitely
Road Runner Express,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Kentucky Kingdom,status.closed.definitely
Roller Skater,Steel,Sit Down,36.0,9.0,207.0,0.0,Vekoma,Kentucky Kingdom,status.operating
T3,Steel,Inverted,80.0,31.0,662.0,5.0,Vekoma,Kentucky Kingdom,status.operating
Thunder Run,Wooden,Sit Down,85.0,27.0,869.0,0.0,Dinn Corp.,Kentucky Kingdom,status.operating
Twisted Twins,Wooden,Sit Down,89.0,24.0,914.0,0.0,CCI,Kentucky Kingdom,status.retracked
Boomerang Coast to Coaster,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Six Flags Discovery Kingdom,status.operating
Cobra,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags Discovery Kingdom,status.operating
Kong,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags Discovery Kingdom,status.operating
Medusa,Steel,Floorless,105.0,46.0,1200.0,7.0,B&M,Six Flags Discovery Kingdom,status.operating
Roadrunner Express,Steel,Sit Down,,3.0,86.0,0.0,Zamperla,Six Flags Discovery Kingdom,status.operating
Roar,Wooden,Sit Down,81.0,29.0,1003.0,0.0,GCI,Six Flags Discovery Kingdom,status.retracked
Vertical Velocity,Steel,Sit Down,105.0,46.0,192.0,1.0,Intamin,Six Flags Discovery Kingdom,status.operating
Patriot,Steel,Inverted,96.0,46.0,939.0,4.0,B&M,Worlds of Fun,status.operating
Mamba,Steel,Sit Down,120.0,63.0,1700.0,0.0,Morgan,Worlds of Fun,status.operating
Timber Wolf,Wooden,Sit Down,85.0,31.0,1290.0,0.0,Dinn Corp.,Worlds of Fun,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Worlds of Fun,status.operating
Spinning Dragons,Steel,Spinning,50.0,17.0,410.0,0.0,Gerstlauer,Worlds of Fun,status.operating
Cosmic Coaster,Steel,Sit Down,26.0,3.0,135.0,0.0,Preston & Barbieri,Worlds of Fun,status.operating
Batman the Ride,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags Mexico,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Six Flags Mexico,status.operating
Medusa,Wooden,Sit Down,88.0,32.0,956.0,0.0,CCI,Six Flags Mexico,status.retracked
Roller,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Six Flags Mexico,status.operating
Superman El Último Escape,Steel,Sit Down,120.0,67.0,1700.0,0.0,Morgan,Six Flags Mexico,status.operating
Tsunami,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags Mexico,status.operating
1001 Pattes (Perc),Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Foire,status.operating
Achterbahn,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Ala delta,Steel,Suspended,43.0,16.0,370.0,0.0,Reverchon,Foire,status.operating
Alpina Bahn,Steel,Sit Down,80.0,27.0,910.0,0.0,Schwarzkopf,Foire,status.operating
Avalanche,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating
Baby Pomme,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Bugs & Bees,Steel,Sit Down,,,138.0,0.0,Pinfari,Foire,status.operating
Chattanooga Choo Choo,Steel,Sit Down,,,,0.0,Mack,Foire,status.operating
Cobra,Steel,Sit Down,,,,0.0,Pinfari,Magic World,status.operating
Crazy Coaster,Steel,Sit Down,47.0,,,0.0,Reverchon,Foire,status.operating
Crazy Coaster,Steel,Sit Down,,,420.0,0.0,Zamperla,Foire,status.operating
Blazing Fury,Steel,Sit Down,,,,0.0,na,Dollywood,status.operating
Sideshow Spin,Steel,Sit Down,23.0,4.0,60.0,0.0,L&T Systems,Dollywood,status.closed.definitely
Thunderhead,Wooden,Sit Down,89.0,31.0,985.0,0.0,GCI,Dollywood,status.operating
Tennessee Tornado,Steel,Sit Down,101.0,50.0,818.0,3.0,Arrow,Dollywood,status.operating
Tower of Terror,Steel,Sit Down,95.0,50.0,,0.0,Ronald Bussink,Gold Reef City,status.operating
Run A Way Mine Train,Steel,Sit Down,,,,0.0,Mack,Gold Reef City,status.operating
Jozi Express,Steel,Sit Down,68.0,24.0,702.0,0.0,Zierer,Gold Reef City,status.operating
Golden Loop,Steel,Sit Down,92.0,42.0,263.0,1.0,Schwarzkopf,Gold Reef City,status.operating
Anaconda,Steel,Inverted,90.0,34.0,746.0,5.0,Giovanola,Gold Reef City,status.operating
Batman The Ride,Steel,Inverted,81.0,31.0,823.0,5.0,B&M,Six Flags Great America,status.operating
Déjà Vu,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags Great America,status.closed.definitely
Whizzer,Steel,Sit Down,68.0,21.0,945.0,0.0,Schwarzkopf,Six Flags Great America,status.operating
Viper,Wooden,Sit Down,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Six Flags Great America,status.operating
Vertical Velocity,Steel,Sit Down,113.0,56.0,192.0,0.0,Intamin,Six Flags Great America,status.operating
Superman - Ultimate Flight,Steel,Flying,82.0,32.0,853.0,2.0,B&M,Six Flags Great America,status.operating
Spacely's Sprocket Rockets,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Six Flags Great America,status.operating
Ragin' Cajun,Steel,Spinning,47.0,13.0,420.0,0.0,Zamperla,Six Flags Great America,status.closed.definitely
Great American Scream Machine,Wooden,Sit Down,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Six Flags Over Georgia,status.operating
Goliath,Steel,Sit Down,112.0,61.0,1365.0,0.0,B&M,Six Flags Over Georgia,status.operating
Georgia Scorcher,Steel,Stand Up,87.0,33.0,914.0,2.0,B&M,Six Flags Over Georgia,status.operating
Batman The Ride,Steel,Inverted,81.0,32.0,823.0,5.0,B&M,Six Flags Over Georgia,status.operating
Dahlonega Mine Train,Steel,Sit Down,47.0,11.0,708.0,0.0,Arrow,Six Flags Over Georgia,status.operating
Déjà Vu,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags Over Georgia,status.closed.definitely
Georgia Cyclone,Wooden,Sit Down,81.0,29.0,905.0,0.0,Dinn Corp.,Six Flags Over Georgia,status.retracked
Galaxy Express 999,Steel,Sit Down,55.0,,,1.0,Intamin,Aqua Stadium,status.operating
Batman And Robin: The Chiller,Steel,Sit Down,113.0,61.0,347.0,5.0,Premier Rides,Six Flags Great Adventure,status.closed.definitely
Batman The Ride,Steel,Inverted,81.0,32.0,821.0,5.0,B&M,Six Flags Great Adventure,status.operating
Harley Quinn Crazy Train,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags Great Adventure,status.operating
Road Runner Railway,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Six Flags Great Adventure,status.operating
Rolling Thunder,Wooden,Sit Down,90.0,29.0,975.0,0.0,Don Rosser & Bill Cobb,Six Flags Great Adventure,status.closed.definitely
Runaway Mine Train,Steel,Sit Down,61.0,,,0.0,Arrow,Six Flags Great Adventure,status.operating
Skull Mountain,Wooden,Sit Down,53.0,12.0,,0.0,Intamin,Six Flags Great Adventure,status.operating
Superman - Ultimate Flight,Steel,Flying,82.0,32.0,841.0,2.0,B&M,Six Flags Great Adventure,status.operating
Dragon Coaster,Steel,Sit Down,,,,0.0,Zamperla,Dorney Park,status.closed.definitely
Laser,Steel,Sit Down,80.0,28.0,670.0,2.0,Schwarzkopf,Dorney Park,status.closed.definitely
Steel Force,Steel,Sit Down,120.0,61.0,1706.0,0.0,Morgan,Dorney Park,status.operating
Talon,Steel,Inverted,93.0,41.0,950.0,4.0,B&M,Dorney Park,status.operating
Thunderhawk,Wooden,Sit Down,64.0,24.0,845.0,0.0,Philadelphia Toboggan Coaster,Dorney Park,status.operating
Wild Mouse,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Dorney Park,status.operating
Little Laser,Steel,Sit Down,,,,0.0,Herschell,Dorney Park,status.closed.definitely
Woodstock's Express,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Dorney Park,status.operating
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,La Ronde,status.operating
Crazy Mouse,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Hirakata Park,status.operating
Dragon,Steel,Sit Down,,,,0.0,Intamin,La Ronde,status.operating
Elf,Steel,Sit Down,58.0,19.0,695.0,0.0,Intamin,Hirakata Park,status.operating
La Marche du mille-pattes,Steel,Sit Down,,,,0.0,Arrow,La Ronde,status.operating
Super Manège,Steel,Sit Down,64.0,23.0,732.0,2.0,Vekoma,La Ronde,status.operating
Fantastic Coaster Rowdy,Steel,Sit Down,,,,0.0,Meisho Amusement Machines,Hirakata Park,status.operating
Toboggan Nordique,Steel,Sit Down,18.0,13.0,270.0,0.0,Zamperla,La Ronde,status.operating
Peekaboo Town,Steel,Sit Down,,,,0.0,Senyo Kogyo,Hirakata Park,status.operating
Red Falcon,Steel,Sit Down,70.0,,1300.0,0.0,Senyo Kogyo,Hirakata Park,status.operating
Flounder's Flying Fish Coaster,Steel,Sit Down,32.0,,240.0,0.0,Togo,Tokyo DisneySea,status.operating
Fire In The Hole,Steel,Sit Down,,,,0.0,na,Silver Dollar City,status.operating
Grand Exposition Coaster,Steel,Sit Down,,,,0.0,Zamperla,Silver Dollar City,status.operating
Thunderation,Steel,Sit Down,77.0,25.0,921.0,0.0,Arrow,Silver Dollar City,status.operating
Wildfire,Steel,Sit Down,106.0,37.0,937.0,5.0,B&M,Silver Dollar City,status.operating
Anaconda,Steel,Sit Down,81.0,44.0,823.0,4.0,Arrow,Kings Dominion,status.operating
Avalanche,Steel,Bobsleigh,,,,0.0,Mack,Kings Dominion,status.operating
Flight of Fear,Steel,Sit Down,87.0,23.0,825.0,4.0,Premier Rides,Kings Dominion,status.operating
Grizzly,Wooden,Sit Down,,27.0,960.0,0.0,na,Kings Dominion,status.operating
Hurler,Wooden,Sit Down,80.0,25.0,962.0,0.0,Philadelphia Toboggan Coaster,Kings Dominion,status.retracked
